id,final_weight,temperature_mean_C,vibration-index_red_vibration,vibration-index_green_vibration,vibration-index_blue_vibration,fill_level_grams_red,fill_level_grams_green,fill_level_grams_blue
1,29.447320550420063,17.880356653071903,86.72504342887268,238.93459638627783,247.00320202697472,326.9929496879463,792.8833372768775,575.9141047239489
2,53.736223288859605,17.51255974900469,82.36253935214317,255.1495079817242,246.4560752620429,324.6719914817808,783.7193361216988,567.7351139418042
3,55.334026422659946,18.991514616668415,83.4566568803175,254.36681846475136,239.43978730546303,322.51797582586937,775.8777602725355,559.9435493439469
4,55.11841599949023,15.458279523679764,86.22187318526562,264.327518748162,243.79681945238872,320.0726810593063,766.9616235731357,551.7266845883285
5,54.515841944086034,17.111552167647538,85.380206867623,252.9980281248226,243.47285693880383,317.6881956228765,758.7397221128432,543.6194783684989
6,54.043150833412426,16.098784756187595,83.02217459397552,250.84474430850167,248.54092230783385,315.2547509340385,751.0549164640316,535.9005489079323
7,53.97028509639608,17.30133059257703,83.89706509585643,255.85087993241177,250.5562561912949,312.8435334497659,742.4732932099441,528.3922157964881
8,54.998389579190416,17.715107712197213,85.13264465268762,250.7148858265141,240.1940607583912,310.2834928004093,734.2319970982827,521.5342388116119
9,54.10434539774255,17.649688039142546,86.04431667414227,254.04544225391413,235.56271768113385,307.9068568093012,725.8789903796147,514.0892638588847
10,53.74795472886208,16.42279364690509,79.16982646267468,244.0592245930175,248.4354019578144,305.83630948741325,718.3052472589388,505.4871010338988
11,52.99505503249961,17.680709846085637,94.85442317467052,241.09597135326243,239.09079246612583,303.0765068884701,709.7359344222097,497.5234653787375
12,53.84325151703753,17.21195687067188,85.33605597236026,249.1031713293305,244.05087591977392,300.75326716820774,700.529842920872,489.39736391029066
13,53.19853032946277,17.814089850343684,86.08148681423194,256.3840158279121,241.10117506427167,298.3980481772507,691.31750650708,480.73155408161887
14,55.70875845072645,16.53801733807228,83.3963638391063,252.4526821801433,244.0348583852839,295.9261100422589,683.3646590793928,472.46970012407377
15,54.01659209475322,16.025500543317442,83.4202742748523,249.724735899224,245.5835918248751,293.70915061135656,674.7727698868823,464.0854230913623
16,54.23529961069467,16.851337393535168,96.12025340472626,246.9850422814889,231.0401757915991,291.3114050279099,666.7680049711531,455.9949117634122
17,54.11310930695333,16.074413308568626,80.93284689153498,244.94958121705096,243.78545166098408,289.18093456577606,657.9834581696092,447.2681049654458
18,52.1255242228913,17.584009590987897,86.53915471089275,254.9338131430289,246.99919381377225,286.7366804329937,648.9839514261481,439.1688530404467
19,55.46860647102894,18.04125950623087,81.47603543429942,259.9478810111017,235.10101575703973,284.5895931628812,640.0441654884828,431.4615485516045
20,54.63473168163128,15.17549718269434,78.02032815429548,251.3661711340287,244.0387466472501,282.59546742414994,632.3019504987883,423.364684547825
21,53.14211340384438,17.22728508875359,84.75445208516923,253.7055881093669,250.13134422575956,280.3662872853611,624.0078274775457,414.2970180093061
22,54.26269076933763,17.13277390846538,86.88402746568232,259.2350309008704,247.36395055651377,278.01864793828605,614.9807183952752,405.5613753536075
23,54.72361376057614,16.57693142828014,83.5102758909372,253.59148226718767,240.99140740570496,275.70786972432177,606.7423512470167,397.3431704021743
24,54.916792586943885,17.40353669701893,84.93592989080975,254.6442370509132,244.80093261451267,273.4344522520744,597.2834401211486,388.8556752657984
25,54.5100218247919,15.88774758210523,86.67626638690797,246.5367962381309,235.2626374590444,270.92226341110734,589.0195725128305,381.1584984142112
26,53.47110420904631,18.21256605770244,90.03805009914302,251.59493589258932,244.41356690218728,268.4042160824881,580.0989903358725,373.0665407863213
27,53.42012860958111,16.15265674911604,81.9852161641588,252.25203322090675,237.03653668471568,266.18342910193854,571.5369976039029,365.5321429300096
28,53.912318067727554,17.23137807384969,83.5666770072882,249.7027135965458,244.4270286786067,263.8822980974405,563.7800800851821,356.87308772769
29,53.87546717646377,17.598631022780605,93.02237783099766,243.1450563062201,241.836845175486,261.3727886267528,555.5063480619187,348.3395943624252
30,53.164335348764965,18.395946723115173,90.89334455324624,253.8362416520397,245.05414012501987,259.12056303633256,546.9205613340752,339.2761371116313
31,54.112425108515424,16.855461112784347,81.8537056521083,253.69348699993523,231.0048258125249,257.03288191882456,538.7578380971191,331.6471695367716
32,54.89971168046557,17.33941921142124,80.28345101797255,245.88174280311915,239.6578138665232,254.5149298207097,530.4894318997858,323.4750801398111
33,52.44151946695232,19.134209257028733,84.0851698997062,259.7411782077685,252.4787429429105,251.98555504731505,521.7660950725054,315.07145695343644
34,54.493105887466726,16.038352917065264,84.74672942341121,252.42549107508736,243.36859767492663,249.60259999785876,513.2475971715143,307.969680897511
35,54.26012314705876,18.913318550079754,76.77918469652067,250.7454877749928,250.86326699376428,247.36609433297636,504.92263072662377,299.5101750217252
36,54.17959139953177,18.980235188509848,80.92065602826308,249.04407216942587,250.57047396578503,245.09057148803225,495.7236680125778,291.456915090279
37,54.2390815839661,17.925556730188312,85.2329509335836,254.08034712107843,246.905681016264,242.74560464842705,487.7295667535936,283.42953743270806
38,54.33659177421279,17.793978570482835,79.829807280203,249.64467131562125,245.1944964457907,240.4470020804123,478.86426004380087,275.8333467057529
39,53.33060323877213,16.420876686325244,91.53532153380414,242.22484776048097,248.9184126349044,237.601536099972,470.81403200969527,267.3231973051056
40,53.58940606730003,17.03705666557648,85.39282327264768,246.92075155181948,247.7251122099558,235.4205803423027,461.6837414949629,259.04401979046554
41,53.89369836141114,17.87793791090368,86.30810273080698,259.2161705167954,238.02971196393327,233.12502234494912,453.1976711638789,251.5241311166061
42,55.266731978419145,18.14354867700733,94.2858043388511,257.78818773526353,252.00699485841469,230.48753058032275,444.9248076343633,243.51187790386476
43,53.43508785159755,15.087022416239572,88.74954532976494,247.45061393165557,237.95788934564212,227.86909594904023,437.34148924199127,235.1162393592012
44,54.33628110337862,18.29133641367276,85.82828096950341,249.99458256596336,239.08270731706827,225.23637761325037,429.4170358039109,226.46545478734632
45,54.72692394440506,16.838361567540925,84.56820307303283,245.4986579037764,243.2872351061886,222.7291734943248,420.62158604136926,218.20711509769063
46,53.35207813291733,15.943516652992246,83.22426316128069,261.5811469065891,236.0118807650388,220.22035793720931,412.5011819817774,210.15306621317256
47,54.616579508397095,18.9183859193894,84.6842541592681,250.33393396049232,241.3430023456231,217.79799868607327,405.2480965726192,201.3979376701797
48,53.41560800102748,18.687705637520374,88.65464564253735,250.87710232090288,245.530409733964,215.2209001179961,396.9622306167635,192.50456259766904
49,53.81604868930235,17.21715723846762,82.7710287586483,251.7474726490532,248.2569157719876,212.7903632469449,388.46218050195375,184.22606591934516
50,54.06074793254213,17.310871249602037,94.55067028109778,252.7828509013025,245.0207781616253,210.1298886728844,380.0371281968276,176.27541783591872
51,54.89053031638845,18.397978335715376,79.97622512353588,261.4638003219574,245.80943160576933,207.80295315615243,371.49103991054,168.5524322886705
52,54.32281570388159,16.505127238367837,82.67803672178715,257.1679356762812,249.8305573459988,204.99664011522407,363.4007211047957,160.43074883350744
