id,mean_drop,std_drop,max_drop,min_drop,is_cracked
1,0.030770313252600004,1.0145675226758275,2.4371825153,-2.2992288463,0
2,0.04786500302719999,1.6578395453948107,4.0208290982,-3.8704063684,0
3,0.06568766537360002,1.273206412655189,3.2063127827,-2.8926968185,0
4,-0.0020713398702,0.14256008613328686,0.5498070976,-0.8484983123,0
5,0.0122192775286,0.12270231610851276,0.4757459099,-0.5386149097,0
6,0.07665593702239999,0.8847603163939166,2.052587722,-1.822334551,0
7,-0.022112419165400007,1.2392884135889486,3.0828704361,-3.0183012447,0
8,0.0115806522386,0.14840183790656514,0.7258092202,-0.5459990825,0
9,0.0241625096952,1.349620884086183,3.0634494964,-2.67878708,0
10,-0.0050480971304,0.1754725381915607,0.9534141935,-0.8267596526,0
11,0.005676934777399999,0.2099211686362571,0.8449866146,-1.0269981477,0
12,0.04865891489000001,1.23358704887692,2.9446315468,-2.7325098918,0
13,-0.012644430130399996,1.4331338086188603,3.1390481729,-3.5058345864,0
14,0.08117559426580001,1.355736453509181,3.0118681012,-2.7235131657,0
15,0.0012079073336000014,1.2814130185389652,3.1326143953,-3.3168474237,0
16,0.008118558518600001,0.17297690169784968,0.5891339612,-0.7543940978,0
17,0.002678554048799999,0.11795109234244043,0.5055877441,-0.5195362757,1
18,-0.023760183968799992,1.3483141519797035,2.8605539501,-3.1931221843,0
19,0.1241383161926,1.3431097711190219,3.085576518,-2.7619669808,0
20,-0.010236915204999995,1.465966845651782,3.2273570488,-3.3876983958,0
21,-0.006396531021000002,0.12861655276914258,0.5304361104,-0.4664119531,0
22,-0.0035342631872000005,0.25840794655137544,1.1430979045,-1.4497465178,0
23,-0.05688975833580001,0.8314670070504633,2.0636640591,-2.1514424997,0
24,0.09817054895499999,1.4393860400502314,3.1648886469,-3.8772432698,0
25,0.013083511663199997,0.23377939879203882,1.1064474325,-0.8721834319,0
26,0.1136946267504,1.4797069790379902,3.119470831,-3.4011543107,0
27,0.0859522404796,1.4317964324849803,3.0436340224,-3.3606909084,0
28,-0.009694481003599976,1.7415955113153594,3.7234743458,-3.7986396527,0
29,-0.002885393164199998,0.14336493649390042,0.514772195,-0.9442756935,1
30,0.0023565576316000136,0.9766267131848697,2.3662368137,-2.4804759591,0
31,0.032641810114999996,0.9741283321529753,2.4661530062,-2.3402252215,0
32,0.03758497861500001,0.9579640019289967,2.2968574109,-2.1657579038,0
33,0.06354697057739998,1.5673454853742643,3.5894919478,-3.9614471018,0
34,0.02588863154040001,1.312118010915237,3.3033420991,-3.1562611239,0
35,0.007938337031800002,0.22750147309870075,0.9635356564,-0.8444905499,0
36,0.0159917918866,0.2359856812986574,1.1495971427,-1.0057256858,0
37,0.07513155082020001,1.2602096349240584,3.2074028436,-3.3042650295,1
38,0.019019089733600014,1.1991558426480426,3.3445249464,-2.6242749998,0
39,0.004773578283200003,0.19632653244863654,0.7683518285,-0.9796956512,0
40,0.002842278318799999,0.24873748711390362,0.9283829627,-0.8795281917,0
41,-0.04078122548059999,1.1675156331388987,2.7633215918,-2.7157770854,0
42,0.030892344286799975,1.2784008610987354,3.0692150044,-3.1414722386,0
43,0.0577008733214,1.445141892261612,3.4242767501,-3.3087281814,0
44,0.003294125271599998,0.13656941817490706,0.6019296711,-0.5228089726,0
45,0.09281374129219999,1.7746202560956164,3.9006385262,-3.964553115,0
46,-0.0033762330178,0.2119900646833001,0.9320130117,-1.002405162,0
47,0.031815287451,1.7755501808021188,4.081936906,-4.7305568619,0
48,0.04773457699500002,1.5759954838290056,3.6258591513,-3.9067967457,0
49,0.003665612723599999,0.22189182857760278,1.0174391717,-0.7833235998,0
50,0.007088818463800017,1.3388481706638142,3.0788083742,-3.1962775897,0
51,-0.0236122054912,1.4544841446355152,3.5564387308,-3.2963142558,0
52,0.004847996843,0.14227550786842655,0.6198984059,-0.6839187434,0
53,-0.0030368299910000004,0.14950625458303995,0.8319729255,-0.531188002,0
54,0.05817932875199996,1.2000143476019485,2.7080880463,-2.9530826548,0
55,-0.0102902454526,0.28386816226213724,1.2846269989,-1.1268629639,0
56,0.040171748114199976,1.2318170397358694,2.7181922295,-2.6977825097,0
57,-0.005773722833400001,0.28487377083564475,1.418695689,-1.3724431858,0
58,2.244812699999965e-05,0.16261578514164302,0.6742994131,-0.7500036268,0
59,-0.00013424335559999713,0.20622450417434895,0.9109645139,-0.6904565031,0
60,0.0010795268575999994,0.10939843629827041,0.4150757646,-0.469074963,0
61,0.038119520248800005,1.2605866034998343,3.1627317989,-2.8014551689,0
62,0.0020378216192,0.13155741002397695,0.6419975946,-0.738223708,0
63,-0.007963718635,0.19107452325708266,0.7346772175,-0.7708808707,0
64,0.0095736371684,0.1288402433544798,0.66381714,-0.4473434231,1
65,-0.02379614707200001,1.7992271428727755,4.6629492926,-4.4738363184,0
66,0.028743520217399975,1.800667056645057,4.2155828943,-4.7200151768,0
67,0.009114645130800004,0.15932311655962925,0.8258761881,-0.615741341,0
68,0.0013498114209999955,0.25162505966984877,1.063404703,-1.2180386321,0
69,0.011199679289399989,0.9950537511279304,2.1632096274,-2.1813693322,0
70,0.005894889163399998,0.23517124687975383,0.9078044018,-1.1978757668,0
71,0.08888315468020001,1.2446815842497523,2.6465609805,-2.6531681707,1
72,-0.018887865359399982,1.6956007790653393,3.7087358746,-3.9316084523,0
73,0.06574148850599999,1.440072207946209,3.3254022165,-3.4370395538,0
74,-3.743315539998982e-05,1.0982070981234042,2.3563179547,-2.8991408786,0
75,0.08450370482899996,1.653841380787839,3.516708426,-4.046817382,0
76,-0.023901799803200004,0.8896376652247672,1.7985461284,-2.0261780937,0
77,0.0002389711553999998,0.20960601488016636,0.971252713,-0.9352918637,0
78,-0.008858102370600005,0.9952745245632177,2.6762082414,-2.2914594188,0
79,0.008050945858000003,0.1387135155531491,0.5431250921,-0.6054380271,1
80,-0.08673879613619997,1.5969772080994007,3.8887209289,-3.7107070383,0
81,0.006785745859999997,0.15704521905949045,0.788098317,-0.5676396794,0
82,0.017959319139600027,1.2334143531426895,3.1303080299,-3.0540196004,1
83,0.07239386711979999,1.2711921414410083,2.668379804,-2.8177086535,0
84,0.005363958149000002,0.13667607025224715,0.7552106528,-0.8608087967,1
85,0.0157693995882,0.27681394895491673,1.1218800524,-1.7515678198,0
86,-0.008265308118200003,0.2243431087538152,0.8451255499,-1.1337074726,0
87,0.03475162275299999,1.2055348023787875,3.2618424955,-2.7300451812,0
88,-0.0086364713128,0.13309891697113105,0.7325214591,-0.7291791774,1
